factorA,factorB,factorC,factorD,factorE,tag
1282.872711,219.8962272,85.20653416,-22.23754783,29.45830508,bus
1088.668845,289.2081705,71.24845542,-16.98037631,20.63645255,saab
1068.476618,201.6457731,65.85041457,-40.5608901,27.10383518,van
1787.379831,200.5128428,31.44524125,13.62169674,42.17972284,opel
1134.329393,290.7590572,77.1475635,-19.74646497,35.17730842,saab
1222.394918,184.7142184,54.61454841,-36.46718468,29.38054387,bus
1533.890386,252.4338411,57.49275103,13.1185082,23.67554516,opel
1090.42432,276.6379024,71.36666351,-4.630179893,12.32226227,opel
1911.650224,190.60416,20.24917121,21.26378691,32.74245805,opel
1395.191499,258.0254623,58.61572973,13.37938838,17.77227552,opel
1797.221987,221.0660949,23.853679,14.52238271,26.37320255,saab
1126.436479,262.8719367,78.81239013,-31.10778362,23.95474014,van
1893.01244,198.5529272,24.00114574,16.19800086,48.0895735,saab
1775.324633,209.6219547,57.91740947,18.67605735,41.88931268,bus
1217.593445,231.2509151,59.89180166,-3.18358161,15.078273,saab
1229.395943,195.4953911,60.2138356,-25.19877134,21.69408938,bus
1795.146221,181.9905262,10.35849108,9.139153854,31.91504141,saab
1061.732351,278.705513,79.49252582,-22.44216006,25.57593171,van
1112.129586,215.3353664,62.16960146,-39.15534509,15.88554415,van
1203.523953,200.6987059,59.64091725,-32.70321116,26.90578468,opel
1548.43672,222.3991611,60.20749325,-17.70583549,41.02698324,opel
1694.019322,251.5995808,36.94784961,30.01781284,28.95552895,saab
1721.087815,208.3092917,39.79865541,-0.688976041,45.24410922,saab
1322.417125,197.7071723,54.99363986,-30.98331886,27.47426508,van
970.6850119,270.1519292,75.91566893,-31.94077329,20.11786525,van
1623.59649,231.6561012,55.86203065,-10.1394049,34.88626245,opel
2141.74998,147.931472,20.93649491,41.22061134,41.18859679,bus
1290.270162,200.2025956,58.8799994,-37.01340659,29.06442334,van
1656.302773,225.6056009,46.45839443,-9.817418727,31.27736675,saab
1890.798253,184.968475,50.7403897,6.309021262,52.99505507,opel
1795.65925,185.6042604,34.17500532,9.368309536,40.4145541,bus
1221.631438,258.6516336,83.73013714,-31.56094089,24.36390286,van
1355.119872,238.0264514,87.63342768,-30.53463084,34.54950313,bus
1309.816875,271.0209081,61.68911164,-10.43976452,33.34715253,opel
1321.815334,279.0827229,68.38304033,4.595168161,19.78484133,opel
1246.227487,249.4371207,73.2563035,-35.54284726,33.46588446,bus
1767.603898,222.9139672,44.06024164,1.173273298,47.95546234,saab
1220.061039,196.1284188,72.068175,-19.95283879,28.48356957,bus
1156.811003,204.9557756,59.75006501,-28.73121254,23.30613647,van
1230.265085,238.2691128,84.90256358,-40.71611421,32.53412796,van
1957.573155,174.4232178,34.23813984,-3.675244183,48.51747198,opel
1483.822872,272.0008837,56.3368418,1.475240179,38.2105371,saab
1096.014376,276.9399723,77.41265624,-50.22809979,28.41128393,van
1770.008919,224.5010623,38.11582358,6.728125056,35.48788424,opel
1449.612859,231.1728911,65.54685043,-25.23024002,36.15091026,opel
1202.067206,187.7406812,51.69527729,-29.65768721,24.32559391,opel
1612.464574,227.9122161,63.10716496,-4.241354622,40.76716521,bus
1246.303625,209.029266,78.82498326,-25.32422896,27.86367952,bus
1216.429799,208.3786119,77.64350333,-21.7633239,30.71880568,bus
1857.407751,169.9590064,10.49822351,11.49996718,29.81057498,opel
1907.273444,197.2824651,19.94895744,19.14997516,34.50912605,saab
1080.462793,283.1471717,78.96280878,-51.69089729,28.94335668,van
1176.208027,233.9759431,80.79396216,-32.3581218,32.71619647,van
1957.791152,205.7708984,33.99629457,17.45571161,38.23200178,opel
1904.830708,150.6467147,0.601829983,27.15235999,40.97767597,bus
1946.692342,181.2139901,17.0954294,1.571693062,43.0668541,opel
1224.928122,214.5702954,62.39660619,-20.94890528,23.79519725,opel
1867.694019,191.7031405,43.50223359,19.09520729,39.72779534,saab
1923.912514,175.850215,6.442901884,17.4692039,43.53671358,opel
1324.644233,214.6713449,65.64382313,-26.65102019,32.11531968,van
1612.192665,235.6743402,63.13893995,5.080376274,39.13891405,bus
1192.171731,182.1585057,60.43881324,-28.72514083,32.78980123,bus
1876.603448,175.8651389,30.90483025,3.987516188,51.8548755,saab
1874.847192,194.0246178,32.00278204,23.96128078,37.79819707,opel
1439.63808,231.4357106,61.75481757,-19.65182699,28.57152963,opel
1159.767396,247.4763408,72.1764087,-20.3175091,26.46716608,van
1335.845633,201.7769529,60.56806539,-31.02228178,38.14008381,van
1287.905508,196.6109958,79.32109539,-28.01138788,32.78642097,bus
1949.661757,187.1825479,35.2218904,9.948032115,40.7705249,opel
1379.852929,235.9731435,68.72949088,-25.92237647,30.10002305,saab
1222.100733,229.7769324,56.5767502,-11.30031829,17.96318442,opel
1813.387518,214.6469737,18.38279383,22.10988233,33.76625342,opel
1917.759587,190.4870922,8.18362321,17.39846489,31.20484248,saab
1349.353614,261.4091244,65.79106366,-28.75899836,25.75186227,saab
1220.988686,188.8354401,62.49279502,-23.48818138,28.28518669,bus
1880.066133,171.1528633,5.426259757,14.59728591,39.50443781,opel
2140.099868,105.8559881,-36.09018144,25.76375777,46.01946334,bus
1359.314724,236.4412099,76.94139925,-28.68829414,38.47082807,bus
1893.193262,208.9514913,37.32889937,24.85187106,36.75198914,opel
1285.605154,220.6218521,55.45333047,-21.34172314,33.47534353,van
947.2766275,216.2364666,77.90805156,-34.4167894,16.1792392,van
1868.20981,172.5563346,1.588533568,26.30364526,34.35529374,opel
1965.222539,178.093585,17.2766428,24.5988443,47.99305171,opel
1892.823658,171.8673828,11.7979097,14.17625405,42.02281725,opel
1052.397092,234.2920893,72.90328956,-15.78279205,12.98923386,opel
1182.42135,223.4029184,60.9566541,-17.30643133,18.15990478,saab
1695.469644,216.4695515,55.01808956,13.5038735,40.8571028,opel
1922.737941,194.9009371,20.07563425,4.148948138,32.20083286,saab
1843.502115,220.5398076,22.40667951,36.88495294,30.901952,saab
1223.611802,265.8888169,70.52968739,4.874553415,16.70834984,opel
1359.189933,236.8780808,64.60411591,-16.25176715,23.98617786,van
1868.869628,175.4161125,13.11716286,12.93736412,29.11301743,opel
1200.236381,187.3008561,61.36313145,-28.51077172,26.17851187,bus
1307.289927,246.8161619,56.3130248,-4.038884005,33.78952011,opel
1918.47525,190.6341917,6.386340562,35.12730358,35.92317422,opel
1279.111029,285.6043883,68.10894402,11.77308225,13.19266822,saab
1118.428056,247.8725714,74.09747896,-25.51953324,25.3240783,van
1050.026672,206.8785743,76.52306024,-15.24118022,19.9358383,opel
1261.845718,283.5771153,73.03135669,-38.17883306,21.8067505,opel
1941.041814,210.8537695,33.20146873,15.83586122,32.20457687,saab
1229.08753,212.8245871,59.10730481,-15.60716677,22.58816098,saab
1134.468998,288.7095265,80.79426133,-26.60255677,32.40188015,van
1463.075653,233.5997842,50.76376866,8.039878523,27.03360449,saab
1127.450871,234.8014218,73.88532166,-29.46740353,34.60848678,van
1151.462987,281.6893924,79.83210386,2.704878383,14.80761135,saab
1372.871592,243.8577253,171.9139124,-19.76970337,25.02028788,van
1887.420044,211.2956817,21.06076904,26.7361179,41.55561117,opel
1350.413397,227.229554,58.54644107,-22.43599245,31.20437019,saab
1610.530529,228.6850986,57.66785751,-0.256147385,29.44611373,saab
1758.346459,220.7308735,20.12314244,13.48427748,28.60793351,opel
1456.37859,253.4802911,72.84012878,-14.88546722,30.73507911,bus
1199.520282,182.5259809,56.37262203,-30.11676937,25.22284214,bus
1512.617388,222.8587489,51.96901565,-14.13576565,28.74550929,saab
2169.421898,113.4235891,-37.28302626,52.29719353,34.56748568,bus
1774.799305,239.0496274,34.94785315,26.18798601,39.09828485,saab
1036.850316,232.4004212,81.32188852,-47.87339259,23.63962133,van
1072.479159,202.4515893,60.59039936,-37.86883476,18.89847214,van
1339.060406,260.6548981,74.17858869,-25.89295036,26.49394216,van
1937.77336,190.854193,28.46560202,23.87986468,41.35814636,saab
1043.157854,282.4598748,80.30485704,-40.76718489,26.21734182,van
1729.704287,222.7591964,48.69230492,13.41699897,39.83510988,opel
2122.416399,124.2263687,-10.71397242,28.31764682,45.42802443,bus
1362.418721,247.3227848,85.18727945,-27.8175904,35.91372898,bus
1026.319546,288.625881,78.94243872,-27.27019489,26.88169276,van
1371.079779,273.7209191,61.77838367,2.789915211,27.42350261,saab
1317.148376,261.3941805,81.33665856,-1.66024476,28.57934817,saab
1293.390245,226.6218904,101.1395554,-20.09638988,32.55610344,bus
1286.787629,212.9855218,57.92844373,-24.13476911,26.3485076,van
1106.52743,203.8599577,54.59742792,-26.51469269,12.2823852,van
1218.061754,248.6546961,72.22467975,-35.29541618,31.4635113,bus
1299.013919,260.7166015,86.99663366,-16.05101673,34.88853356,bus
1843.776793,182.6574529,15.88179959,7.592228939,47.04285746,saab
977.8042761,223.7306129,76.09939918,-48.2073643,24.69162411,van
1136.987353,219.6782043,63.74674212,-15.3944329,16.81630934,opel
1450.452546,238.0744073,58.64091267,2.131310281,25.83884797,saab
1218.210599,179.2473466,64.32496001,-29.13757749,32.3600745,bus
1754.42463,239.7351519,32.7657897,16.07902422,21.45522954,saab
1539.03298,220.3526057,59.43631605,-21.01638347,37.24149077,opel
2158.167557,159.0695616,25.09325432,35.0975735,45.16388654,bus
1125.758136,231.8754816,71.0151981,-25.21510423,23.94760578,saab
1206.432737,179.2010402,59.44261082,-27.75587133,32.71156468,bus
1926.040173,193.2764602,44.52269009,12.30979455,50.66659735,saab
1898.627717,167.1639749,7.849640638,9.345713027,47.26647311,opel
1406.425131,240.3273618,79.59747331,8.818245382,26.29114752,opel
1857.297783,200.2357711,21.67060124,24.01273275,32.6203157,saab
1214.296071,240.1301529,58.7510708,-22.41842294,13.20617238,opel
1279.5413,287.7179341,80.52321924,5.55052389,24.8847633,bus
1516.010039,254.7569437,56.69612539,-6.058154656,31.1974231,saab
1865.47241,188.6865833,37.41108182,-7.532062343,47.2750573,saab
1330.692805,229.9639388,66.32081693,-11.57629177,31.6361583,saab
1217.037052,181.4124163,58.5511674,-27.22948133,29.66448557,bus
1052.268466,282.8039798,87.83159749,-32.67447041,28.58270837,van
1917.976115,206.4607552,19.93167351,29.11044285,22.1198397,saab
1300.923269,236.8938604,63.8551905,-32.11319141,28.0211958,saab
1320.031677,248.4236326,74.89190648,-30.68233987,30.78647629,van
1315.567554,198.0038469,52.70017718,-24.6944045,34.02861453,van
1823.233827,203.3772793,44.73934998,5.884835561,35.92915555,opel
1893.776051,205.5669468,35.89274124,23.27242267,39.47335451,saab
1920.579457,191.1201297,25.55298073,8.21199612,47.67749683,saab
1786.243057,188.5827483,37.76787216,-5.452307443,47.7967306,opel
1390.440932,260.8715145,55.63892271,-18.007305,33.17577049,opel
1033.40288,244.7140486,83.13998848,-34.51365372,27.31629671,opel
1198.145868,186.140145,57.5444837,-28.25815279,29.32189425,bus
1126.332069,248.8700754,75.31689807,-27.41050622,28.96128096,van
1898.253384,184.3164019,4.884566132,12.86183228,31.06928325,saab
1858.647023,181.7036774,27.43965482,-4.616084894,40.5608303,saab
1757.630684,197.5304006,37.50629558,2.874340756,43.69718989,bus
958.1241912,282.8901349,80.01075805,-23.57312167,19.1955668,van
1930.471957,169.132757,-5.581949965,27.53789637,29.94301914,opel
1109.671115,243.5364737,70.77230329,-14.94456248,15.57119512,opel
1188.556294,247.2508726,73.40736811,-15.50628192,31.39204747,opel
1983.453902,184.8137632,31.02026725,11.79936175,39.61972657,opel
1216.265297,187.0437367,61.09918698,-24.74445025,29.7393828,bus
1024.595697,244.2826873,73.0511581,-17.84894621,18.9793681,opel
1254.847105,201.9573843,69.04560488,-21.27513197,34.2013908,bus
1221.862732,245.9417685,61.54586417,-41.57675443,28.61881046,saab
1050.901586,198.8666348,67.63986123,-41.98948194,20.25963221,van
1562.735619,206.9564783,61.62263048,-12.98702987,45.15041644,opel
1459.836928,227.6032398,56.21495609,8.692700174,33.64992523,opel
1059.889282,250.6277293,74.96291787,-49.6035776,29.158091,van
1548.587162,214.8483037,33.95174422,7.679458535,41.07750458,bus
1090.130895,270.4536578,76.57032601,-43.29935801,27.73095353,saab
1447.777049,254.8234108,76.3749721,-23.71958918,32.80119031,bus
1164.812318,289.9928172,85.16966549,-26.22249302,31.62790338,van
1950.165829,202.5698724,37.94699326,24.72537406,35.67485825,opel
1331.689895,275.5496381,71.00245195,7.879632914,16.83692208,saab
1450.604366,245.676617,57.89914109,18.5406278,27.14873022,opel
1921.870146,202.8481654,38.49515053,27.6986697,40.71475654,saab
1116.465774,280.4701055,77.81677923,-11.69493922,24.08843482,van
989.0445858,274.3800976,80.06356254,-45.85541914,25.81993959,van
1063.231365,261.6198911,66.38646908,-13.51203428,19.14877656,opel
1189.807274,182.3958674,52.52444093,-21.02160197,25.65958775,bus
1826.013176,185.8408526,17.87274978,6.417558396,29.99200251,opel
1339.21679,199.4740376,57.22202763,-25.80709143,33.2428509,van
879.9342261,219.9230505,82.81090436,-34.95691869,21.1759456,opel
1330.245281,271.0833147,82.53954545,0.431926089,32.86188713,bus
901.2901872,226.6786295,72.80590905,-16.64216611,9.602773625,saab
1113.624543,301.027348,70.0247253,-9.215105038,14.65116718,opel
1177.570741,272.8871725,71.56316347,-25.01783114,20.31419896,opel
975.6983273,211.6031923,74.1815332,-33.20821443,15.85162131,van
1090.882333,238.6953929,73.99114557,-30.13719653,24.66742696,van
1838.050952,159.9308823,8.88125986,7.080309893,49.21336782,opel
1962.758517,193.2905779,41.27687027,8.341096852,48.32926898,saab
1296.888274,205.0081631,66.73643882,-40.0620629,39.38145509,van
1513.140402,247.3218439,45.79353969,21.59426029,19.93284874,saab
1918.967063,210.288369,21.42051041,26.8960848,15.24267406,saab
1132.561392,251.2978083,64.31764439,-0.710522758,11.45394201,saab
1827.182329,194.726322,23.50293483,13.02666511,29.7620958,saab
1219.384597,237.2331399,84.41892472,-33.81202926,33.09029642,bus
1232.305224,234.7341274,85.99263236,-32.7231404,35.41383461,bus
1619.794387,226.7892044,63.60187134,-10.99365797,38.0913027,bus
1121.179077,260.7786352,74.83282608,-50.44751104,26.98883257,van
1102.366945,229.8884948,69.16625767,-43.73777711,29.59891056,saab
1765.863896,209.9657883,17.02085496,17.04492273,41.00888338,opel
1235.663996,192.2958929,71.29289629,-39.30439176,30.79124477,bus
1760.937168,230.8554215,41.84369919,18.85674853,40.35718019,opel
1046.707626,206.953029,73.84027434,-35.30090944,22.02610569,opel
1094.82613,220.2087184,74.66938254,-38.54213776,26.34047196,van
1201.683945,271.5753343,66.22024347,-39.80474403,29.09233449,saab
1229.330845,185.6642232,58.69828065,-25.03704076,27.03271325,bus
1548.191326,234.1183752,71.74037913,-9.682092586,45.14425446,bus
1938.655821,202.0671575,35.26714822,4.44806969,43.07353791,opel
1719.841192,192.1689178,44.63286075,-15.02940813,50.09538099,opel
1320.347815,224.5793706,89.8463333,-18.12723618,31.23339794,bus
1638.112609,239.6138066,55.51273267,23.99155958,31.11532353,saab
1498.748552,246.8606911,64.81276449,-6.468750392,39.94103526,bus
1311.092748,239.5570418,70.0199859,-34.83085316,24.27471898,van
1264.116246,226.255189,68.05979747,-30.57744458,33.29422284,opel
1326.23616,277.4538501,77.35870048,-1.201107294,32.62598601,bus
1180.561767,224.3994463,58.78554837,-8.281734776,15.56405565,saab
1839.617645,182.9970815,18.03936558,13.96922673,42.46216211,saab
1232.01236,244.8042954,73.65208273,-10.52291106,21.6672994,saab
1823.618716,195.969844,42.05134237,10.43665394,38.69012078,saab
1161.517598,214.3668332,68.11178239,-17.00301201,22.12846575,saab
1317.880256,298.4677673,69.15954766,10.70825935,23.42963527,opel
1491.275266,266.4881062,62.29158208,0.784558625,39.5312018,opel
1476.813349,269.9820218,56.6441455,-15.22047939,26.08039732,saab
931.7097425,209.0153861,76.18211889,-41.37298811,24.20511631,van
1260.292375,230.2682859,74.62527858,-9.209000408,27.60301468,bus
1325.704629,213.6833681,61.83944443,-23.72088856,21.76745027,van
1151.616963,290.7001141,73.27211759,-20.97211375,22.53766257,van
1665.683892,223.9419339,61.48381796,-12.49695941,42.39551704,saab
1030.491379,296.3591815,80.94211026,-27.3488598,31.49648128,van
1648.369589,244.8228878,41.4735894,2.541330019,34.98848918,saab
1206.372996,202.265556,64.36840734,-42.32694183,23.02337834,saab
1406.531446,214.6773338,62.51405842,-20.68158306,32.93198417,saab
1179.099344,270.876274,81.96649157,-39.50250591,34.83650319,van
1380.351094,212.5931582,65.89909642,-33.57244957,36.08775532,van
1550.481816,260.9587708,54.71950341,8.096665591,31.8537077,opel
1865.689055,216.1456268,37.8967605,13.46037114,40.81258226,saab
1368.364345,240.4994365,77.65245327,-27.7295834,20.27734276,van
1217.758676,182.4403181,61.70112182,-38.30855563,31.12144591,bus
1684.386752,200.8958519,46.19980422,-24.18839052,42.7481031,opel
1465.997662,273.2885828,62.18503117,13.41448114,21.33521505,opel
1687.348481,194.0214676,33.35634771,-3.55659965,43.50855863,bus
1182.835065,273.7856215,73.51245639,-19.35693748,36.91425883,opel
1282.308293,256.1299471,82.18177861,-12.8470349,29.79129966,saab
2001.408464,190.3106266,33.15466323,25.42636063,48.95029564,opel
1272.309238,211.3056769,80.77385275,-15.76665861,28.28625654,bus
1695.840601,216.3189547,52.6102401,9.172149714,34.90515257,bus
1222.351085,182.2524632,58.360846,-36.06665163,27.57811551,bus
1321.585219,247.0340748,85.86923293,-13.50391644,28.73475609,bus
1351.062837,217.309766,70.64107166,-28.02268502,32.90047543,van
1431.187403,255.4775614,72.38674101,-23.33986683,29.29162871,bus
1320.941108,198.2790648,56.96957672,-24.66469859,34.77773074,van
2248.806985,112.7239547,-24.33755319,31.63725635,46.12463581,bus
1371.766857,268.9312299,71.47365219,7.25607148,27.73791928,bus
1186.454576,189.5356866,56.98081076,-29.33976619,23.70106188,bus
1084.287962,263.3389866,78.98926312,-37.20247995,35.60759664,opel
2356.974583,119.1266845,-9.630742247,60.15762945,37.88102129,bus
967.3110731,227.2968607,77.3562699,-29.25294282,19.04181822,saab
1674.150603,234.4873561,42.15985925,-17.0271432,34.52833902,saab
1396.699945,280.7247279,65.12428496,-2.066925944,36.74642014,saab
1271.137561,225.7087788,83.72118196,-36.20560366,30.94814768,bus
1726.931589,230.9300957,43.00493857,2.723229853,36.63275197,saab
1307.82506,201.2798409,53.80576073,-16.8755586,29.42066369,van
1525.966896,258.3306247,58.34348104,0.530085844,35.68335787,saab
1131.282,207.7783759,62.57383245,-26.84092493,18.05832637,van
1248.084593,240.1453399,68.75271546,-14.28188715,35.66843629,saab
1283.550205,272.6227528,87.28818505,-8.993458033,37.85901298,bus
1230.365476,221.0382992,75.54768632,-25.61424913,36.16646809,bus
1436.940303,205.627876,56.38914414,-27.60566347,33.29091025,opel
1860.408057,197.3721119,15.72433682,23.21251742,29.57500456,opel
1809.306401,200.5420154,32.40843001,11.7357662,37.10352589,saab
1477.458643,228.9949491,54.57639302,-31.656267,36.0818954,opel
1189.831392,283.0898058,79.60548808,-41.80347074,22.20850345,van
1808.749084,175.4102848,15.97892963,2.994922631,47.3052722,opel
1873.143826,191.1739981,26.30138275,2.484477875,31.52059407,saab
1353.091224,247.4160623,209.6166232,-21.84155764,24.4107708,van
997.1863754,285.4192939,78.52782409,-28.54972343,20.23102236,van
1335.137064,199.4760199,53.06697838,-33.37817971,28.78639815,van
1503.008258,256.7919928,63.07784311,19.19600558,26.55862876,opel
1990.316107,156.9558401,9.67685658,21.27209668,41.07827638,bus
1780.787418,189.4612043,45.94450495,-3.794806968,43.23071668,saab
1697.545645,223.4441479,38.31971553,2.304974755,39.70524223,saab
1909.334226,209.5195168,24.01378034,21.9241556,33.95321324,saab
1330.015036,260.7693078,85.84722741,-33.2853574,38.83793639,bus
1962.617764,199.4717113,31.33991978,34.44535984,33.4949007,opel
1454.010739,259.8452217,56.63012107,-2.152661364,40.06547715,saab
1436.684196,245.0188889,82.42674809,-23.52157602,38.09105193,bus
1901.870912,176.9573462,-0.516214972,24.79901934,28.19603211,opel
1853.24092,189.4721863,28.23002733,3.074191485,37.40944967,saab
1370.344579,245.217619,63.97280708,13.12393577,24.35663112,opel
1930.287915,206.810473,42.11457905,18.53669652,40.14741187,saab
1331.414414,228.6144657,72.90235524,-33.25334071,22.67469909,van
1637.807013,241.9751596,42.59826837,7.26051415,38.21954018,opel
1330.76039,237.30116,67.87742204,-22.49814165,36.82978668,van
1082.363688,256.2181197,73.62237776,-20.94939668,26.46112336,van
1734.73359,240.2677444,44.23187319,25.2750799,35.48047528,saab
1345.205693,267.730723,83.59009829,-23.90004777,37.58797423,bus
1015.084639,256.0219612,72.52909025,-11.76442421,12.11883703,opel
1804.392295,215.8476678,55.31262316,18.89374384,41.57947699,opel
1942.363593,190.4733551,14.50676243,33.76062525,27.78325124,opel
2046.133601,125.2907773,-17.91347296,36.49598677,38.68178915,bus
1243.156176,238.1086217,89.21847832,-36.75421876,39.99683238,van
2286.334757,101.1988262,-38.90580351,52.31202147,44.97223991,bus
1045.887567,193.9685843,69.23587625,-34.99819434,27.31529686,van
1238.862807,232.5569594,56.31960652,-15.34427877,19.63681995,opel
1789.557773,215.4104368,45.13860622,16.9609593,38.28761586,saab
1856.205426,159.0666858,-3.000747019,24.65538238,29.10394602,bus
1897.0389,176.4372246,21.34108842,15.86360374,43.66297203,bus
1308.501949,252.7932442,73.69099691,-21.73224001,33.014744,van
1874.335307,197.7436155,19.41730599,5.920073654,40.62013497,saab
1213.418387,264.9260497,81.25266205,-9.381579691,24.88230583,bus
1162.403552,246.3259288,69.5077423,-33.40145111,37.06296037,opel
1692.3622,221.5473237,47.20514488,9.088663882,44.14265205,saab
1344.722731,249.6323252,76.39806243,-29.26627014,24.0943484,van
1258.867238,190.3666255,70.41658563,-26.07684143,34.99573639,bus
1142.178922,241.6869281,75.63928606,-39.776675,30.35213508,van
1212.53797,187.7829039,55.21481578,-25.62650072,23.95427339,bus
1304.915834,250.6639037,78.00510749,-30.08197414,40.10847736,van
1638.33693,205.650581,65.14706101,-20.28005935,46.45770773,saab
1443.064668,240.9168804,49.19190215,11.58224332,24.26129232,saab
939.6029988,225.6841626,77.4110967,-41.99636272,17.54417856,van
1351.552896,283.523328,86.1137145,4.374942754,26.15125117,bus
1209.308832,281.3020806,70.79400997,-3.314686403,24.37728855,saab
1112.007194,259.5018083,82.98763882,-35.46187047,26.32781241,van
983.2353659,247.5984075,75.93883631,-46.29232719,25.87319693,van
1720.675835,191.4145975,51.48928401,-12.48719361,48.5985719,saab
1230.861513,226.5621155,58.66012965,-21.07593865,15.91481206,saab
1240.291198,189.7124966,65.54035703,-24.57026667,28.8933383,bus
1323.211544,196.4379127,57.53769088,-35.46271871,32.81976958,van
1592.617693,253.0729613,47.90794024,6.302420621,26.37423921,opel
1707.945583,244.0985613,37.69531214,-17.75972677,33.70998318,saab
1160.670533,230.0399991,85.08805107,-37.88499441,34.2021708,van
1874.210174,203.3956766,43.80910875,23.77700796,44.13590887,opel
1831.225424,179.7056723,8.050928053,8.046762254,25.89301686,saab
1227.08084,189.2471906,56.67498475,-22.18261509,29.09446309,bus
1411.951433,259.8685248,68.96466651,3.38303444,24.37725252,saab
1225.630948,261.0161366,79.52828731,-16.59236926,28.62196924,bus
1687.920679,202.9708926,48.88025101,5.914426777,40.18547786,opel
1180.516755,276.5514407,75.75503308,-1.609726176,19.34495893,saab
1231.120772,183.8435018,53.18918827,-24.71262784,25.82193586,bus
1715.155319,239.072084,46.70877057,14.00479714,43.81352178,opel
1687.936039,192.2974134,57.47973502,-13.59516955,47.61141032,opel
1221.231508,214.597862,66.80089335,-23.06793415,27.66799174,bus
1104.272504,260.4016165,81.12346517,-26.13299933,28.9059288,van
1418.278561,254.6951443,71.71016904,2.399278962,37.35025738,bus
1662.780181,217.5638827,53.25925907,13.17631835,34.48086201,saab
2039.725664,125.8291148,-32.10149608,38.68254952,40.4935001,bus
1820.026547,212.2184657,25.12138743,12.3638444,38.52693785,saab
1075.813636,215.6759358,57.98744205,-24.14511016,14.48519165,van
1718.348507,220.0963663,44.90290285,10.03083996,38.43867928,saab
1115.167723,276.3408492,83.67859876,-45.03450485,36.96091042,van
1620.466849,225.5838223,65.60964684,17.99504881,33.51305142,opel
1887.656661,188.7590498,23.10957622,19.78774844,39.61933708,saab
945.4125687,240.8512636,73.75499759,-36.14011761,11.14644054,van
1195.538551,186.6728546,59.79952292,-27.29447075,25.28950365,bus
1922.818985,190.7814141,28.70543008,6.636197655,43.47050176,saab
1040.431791,251.619505,71.19878469,-24.33948551,22.67049946,van
1898.393732,189.8974421,21.4517735,2.625198969,40.3195318,saab
1343.182311,229.2580091,58.71640268,-7.089563835,27.11574003,saab
1195.957197,179.5031068,57.28581357,-35.25935913,28.96200269,bus
1178.444593,242.6873542,81.53272163,-43.53904452,35.5159141,van
1748.90907,192.5237706,9.573929033,16.30171263,32.87165419,opel
1638.641791,224.4818451,43.43739608,21.19462821,31.38118693,bus
1240.612032,243.8550412,80.71927175,-20.01073146,26.81491231,bus
1038.691912,194.5898257,68.04515361,-40.25069754,22.46983135,van
1006.847508,267.953041,72.49787246,-50.42223749,16.75235558,opel
1835.071894,220.8531665,30.4624227,-13.90846686,37.66622302,saab
1865.052171,173.045754,15.56823393,1.701257069,35.27545905,opel
1278.152637,264.4540335,85.95025815,-11.45014888,27.98663587,bus
1228.568543,237.8305407,70.6592298,-20.59855828,26.43492474,van
1058.417393,229.2626521,70.05466982,-35.16721251,26.22345086,opel
1400.899221,247.1198681,72.77743144,-21.42295723,30.27607703,opel
1546.909899,238.987185,68.85228523,-8.4777278,33.89695491,bus
1733.606965,225.8516406,41.43948836,-2.362491143,47.47064043,opel
1237.106501,201.4621277,76.39261789,-27.31625679,36.68640927,bus
1305.071305,223.3785004,62.18432228,-28.15919372,38.64965919,saab
1811.896369,178.116563,15.49399052,3.154009221,39.30278173,saab
1250.937144,206.4602715,62.78586201,-33.96778391,35.30025063,bus
1091.665588,203.8264409,63.77065806,-28.1286724,29.87936562,saab
1865.072212,178.9203306,25.89937666,18.56567803,35.2965424,opel
1109.444452,229.3712559,60.84708491,-41.3373943,21.87292781,opel
1385.14339,267.1150915,75.74684113,-4.812453135,40.74871585,bus
1301.964003,192.0818538,56.39415546,-33.59411284,36.98726084,van
1214.387686,188.3530456,57.89484884,-22.25811602,24.93361477,bus
1281.628076,189.0296898,96.80465625,-23.40558581,29.46982106,bus
1368.844576,212.9058944,66.9182083,-21.9481457,30.64987834,van
1912.790736,203.7134048,20.9039464,24.19395873,26.11552885,saab
1611.932181,234.3606611,56.46234541,20.83027794,25.96658095,opel
1562.726638,232.0172293,53.30182015,9.047615132,25.81467195,saab
1097.829541,219.9649319,64.77763956,-22.12073026,27.37129654,saab
1939.677787,190.9447209,41.93710051,16.67342241,42.30468084,opel
1230.416423,280.218418,81.54573069,-25.17986314,32.49040509,van
1776.93303,213.9558098,44.64858899,3.841823903,33.44571517,opel
1912.932866,179.1972895,15.86868492,12.73160085,39.47480628,opel
1281.272032,222.7531361,61.85155326,-0.165632763,24.01931373,opel
1533.317873,248.3603455,59.97728111,-12.21110349,45.86224372,opel
1916.310129,165.8541282,4.225684536,9.651615876,46.45484866,opel
1107.155203,227.7067182,65.31164832,-35.05784531,18.83079717,van
1333.937138,200.1253856,54.24331983,-29.91973951,28.98193152,van
1232.649353,291.6371592,78.80626288,-4.692127395,30.23636664,bus
1402.425745,255.5765214,73.87763157,-26.53619982,36.3212853,bus
1861.117208,200.75121,26.57599122,5.161597663,33.97207513,saab
1358.317831,211.9899681,53.4120535,-27.92877911,32.01006418,saab
1043.039555,203.4537692,63.8754052,-37.43995835,19.22154328,saab
2340.990104,92.78147516,-46.52050959,48.10786886,52.15317754,bus
1191.815175,224.7300753,70.32776651,-31.89107733,29.8477993,van
